-1,-0.875,-0.75,-0.625,-0.5,-0.375,-0.25,-0.125,0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,
-1,-0.867346,-0.735858,-0.606522,-0.48,-0.356522,-0.235858,-0.117346,0,0.117346,0.235858,0.356522,0.48,0.606522,0.735858,0.867346,
-1,-0.859251,-0.721102,-0.587632,-0.460039,-0.33852,-0.222358,-0.110139,0,0.110139,0.222358,0.33852,0.460039,0.587632,0.721102,0.859251,
-1,-0.850692,-0.705736,-0.568385,-0.440197,-0.321039,-0.209496,-0.103356,0,0.103356,0.209496,0.321039,0.440197,0.568385,0.705736,0.850692,
-1,-0.841651,-0.68977,-0.548845,-0.420549,-0.304117,-0.197262,-0.0969756,0,0.0969756,0.197262,0.304117,0.420549,0.548845,0.68977,0.841651,
-1,-0.832107,-0.67322,-0.52908,-0.401169,-0.287786,-0.185646,-0.0909763,0,0.0909763,0.185646,0.287786,0.401169,0.52908,0.67322,0.832107,
-1,-0.822041,-0.656109,-0.509163,-0.382125,-0.272069,-0.174632,-0.0853376,0,0.0853376,0.174632,0.272069,0.382125,0.509163,0.656109,0.822041,
-1,-0.811433,-0.638466,-0.489172,-0.363481,-0.256981,-0.164202,-0.0800396,0,0.0800396,0.164202,0.256981,0.363481,0.489172,0.638466,0.811433,
-1,-0.800266,-0.620329,-0.469183,-0.345292,-0.242532,-0.154336,-0.0750634,0,0.0750634,0.154336,0.242532,0.345292,0.469183,0.620329,0.800266,
-1,-0.788523,-0.601741,-0.449277,-0.327608,-0.228726,-0.145014,-0.0703906,0,0.0703906,0.145014,0.228726,0.327608,0.449277,0.601741,0.788523,
-1,-0.776192,-0.582754,-0.42953,-0.31047,-0.21556,-0.136215,-0.0660038,0,0.0660038,0.136215,0.21556,0.31047,0.42953,0.582754,0.776192,
-1,-0.76326,-0.563426,-0.410018,-0.293912,-0.203027,-0.127915,-0.0618863,0,0.0618863,0.127915,0.203027,0.293912,0.410018,0.563426,0.76326,
-1,-0.749719,-0.543822,-0.390812,-0.27796,-0.191118,-0.120092,-0.0580224,0,0.0580224,0.120092,0.191118,0.27796,0.390812,0.543822,0.749719,
-1,-0.735565,-0.524011,-0.371977,-0.262631,-0.179819,-0.112725,-0.0543969,0,0.0543969,0.112725,0.179819,0.262631,0.371977,0.524011,0.735565,
-1,-0.720796,-0.504068,-0.353573,-0.247939,-0.169112,-0.105789,-0.0509956,0,0.0509956,0.105789,0.169112,0.247939,0.353573,0.504068,0.720796,
-1,-0.705418,-0.48407,-0.335652,-0.233889,-0.158979,-0.0992638,-0.0478052,0,0.0478052,0.0992638,0.158979,0.233889,0.335652,0.48407,0.705418,
-1,-0.68944,-0.464095,-0.318259,-0.22048,-0.1494,-0.0931274,-0.0448128,0,0.0448128,0.0931274,0.1494,0.22048,0.318259,0.464095,0.68944,
-1,-0.672878,-0.444222,-0.301432,-0.207709,-0.140354,-0.0873592,-0.0420064,0,0.0420064,0.0873592,0.140354,0.207709,0.301432,0.444222,0.672878,
-1,-0.655756,-0.424528,-0.285199,-0.195565,-0.131818,-0.0819389,-0.0393747,0,0.0393747,0.0819389,0.131818,0.195565,0.285199,0.424528,0.655756,
-1,-0.638103,-0.405088,-0.269582,-0.184036,-0.123771,-0.0768472,-0.036907,0,0.036907,0.0768472,0.123771,0.184036,0.269582,0.405088,0.638103,
-1,-0.619956,-0.38597,-0.254597,-0.173106,-0.116188,-0.0720655,-0.0345933,0,0.0345933,0.0720655,0.116188,0.173106,0.254597,0.38597,0.619956,
-1,-0.60136,-0.36724,-0.240252,-0.162757,-0.109049,-0.0675761,-0.032424,0,0.032424,0.0675761,0.109049,0.162757,0.240252,0.36724,0.60136,
-1,-0.582365,-0.348954,-0.22655,-0.152971,-0.10233,-0.063362,-0.0303902,0,0.0303902,0.063362,0.10233,0.152971,0.22655,0.348954,0.582365,
-1,-0.563031,-0.331164,-0.213487,-0.143725,-0.096011,-0.0594071,-0.0284837,0,0.0284837,0.0594071,0.096011,0.143725,0.213487,0.331164,0.563031,
-1,-0.543422,-0.313912,-0.201057,-0.134998,-0.0900695,-0.055696,-0.0266964,0,0.0266964,0.055696,0.0900695,0.134998,0.201057,0.313912,0.543422,
-1,-0.523608,-0.297233,-0.189247,-0.126768,-0.0844855,-0.0522144,-0.025021,0,0.025021,0.0522144,0.0844855,0.126768,0.189247,0.297233,0.523608,
-1,-0.503663,-0.281156,-0.178045,-0.119012,-0.0792393,-0.0489483,-0.0234505,0,0.0234505,0.0489483,0.0792393,0.119012,0.178045,0.281156,0.503663,
-1,-0.483664,-0.265699,-0.167432,-0.111707,-0.0743118,-0.0458849,-0.0219784,0,0.0219784,0.0458849,0.0743118,0.111707,0.167432,0.265699,0.483664,
-1,-0.46369,-0.250877,-0.15739,-0.104832,-0.0696849,-0.0430119,-0.0205985,0,0.0205985,0.0430119,0.0696849,0.104832,0.15739,0.250877,0.46369,
-1,-0.44382,-0.236696,-0.147899,-0.0983634,-0.0653414,-0.0403176,-0.0193052,0,0.0193052,0.0403176,0.0653414,0.0983634,0.147899,0.236696,0.44382,
-1,-0.424131,-0.223157,-0.138937,-0.0922809,-0.0612646,-0.0377911,-0.0180929,0,0.0180929,0.0377911,0.0612646,0.0922809,0.138937,0.223157,0.424131,
