-1,-0.404696,-0.210257,-0.130482,-0.0865636,-0.057439,-0.0354222,-0.0169567,0,0.0169567,0.0354222,0.057439,0.0865636,0.130482,0.210257,0.404696,
-1,-0.385586,-0.197986,-0.122511,-0.0811914,-0.0538495,-0.0332012,-0.0158918,0,0.0158918,0.0332012,0.0538495,0.0811914,0.122511,0.197986,0.385586,
-1,-0.366864,-0.186333,-0.115003,-0.0761452,-0.0504822,-0.0311188,-0.0148937,0,0.0148937,0.0311188,0.0504822,0.0761452,0.115003,0.186333,0.366864,
-1,-0.348588,-0.175282,-0.107933,-0.0714063,-0.0473236,-0.0291667,-0.0139583,0,0.0139583,0.0291667,0.0473236,0.0714063,0.107933,0.175282,0.348588,
-1,-0.330809,-0.164817,-0.10128,-0.0669573,-0.0443611,-0.0273367,-0.0130815,0,0.0130815,0.0273367,0.0443611,0.0669573,0.10128,0.164817,0.330809,
-1,-0.313568,-0.154918,-0.0950236,-0.0627812,-0.0415828,-0.0256212,-0.0122598,0,0.0122598,0.0256212,0.0415828,0.0627812,0.0950236,0.154918,0.313568,
-1,-0.296901,-0.145564,-0.0891414,-0.058862,-0.0389775,-0.0240131,-0.0114897,0,0.0114897,0.0240131,0.0389775,0.058862,0.0891414,0.145564,0.296901,
-1,-0.280836,-0.136733,-0.0836134,-0.0551847,-0.0365346,-0.0225057,-0.0107679,0,0.0107679,0.0225057,0.0365346,0.0551847,0.0836134,0.136733,0.280836,
-1,-0.265393,-0.128404,-0.07842,-0.0517347,-0.0342441,-0.0210928,-0.0100915,0,0.0100915,0.0210928,0.0342441,0.0517347,0.07842,0.128404,0.265393,
-1,-0.250583,-0.120553,-0.0735425,-0.0484984,-0.0320966,-0.0197685,-0.00945754,0,0.00945754,0.0197685,0.0320966,0.0484984,0.0735425,0.120553,0.250583,
-1,-0.236415,-0.113158,-0.0689627,-0.0454629,-0.0300834,-0.0185272,-0.00886339,0,0.00886339,0.0185272,0.0300834,0.0454629,0.0689627,0.113158,0.236415,
-1,-0.222889,-0.106197,-0.0646634,-0.0426161,-0.028196,-0.0173638,-0.00830656,0,0.00830656,0.0173638,0.028196,0.0426161,0.0646634,0.106197,0.222889,
-1,-0.210002,-0.0996478,-0.0606284,-0.0399464,-0.0264267,-0.0162733,-0.0077847,0,0.0077847,0.0162733,0.0264267,0.0399464,0.0606284,0.0996478,0.210002,
-1,-0.197743,-0.0934885,-0.056842,-0.0374431,-0.0247682,-0.0152513,-0.00729562,0,0.00729562,0.0152513,0.0247682,0.0374431,0.056842,0.0934885,0.197743,
-1,-0.186103,-0.0876985,-0.0532894,-0.0350959,-0.0232135,-0.0142934,-0.00683726,0,0.00683726,0.0142934,0.0232135,0.0350959,0.0532894,0.0876985,0.186103,
-1,-0.175064,-0.0822577,-0.0499568,-0.0328952,-0.0217562,-0.0133956,-0.0064077,0,0.0064077,0.0133956,0.0217562,0.0328952,0.0499568,0.0822577,0.175064,
-1,-0.164611,-0.0771466,-0.0468308,-0.030832,-0.0203903,-0.0125542,-0.00600512,0,0.00600512,0.0125542,0.0203903,0.030832,0.0468308,0.0771466,0.164611,
-1,-0.154723,-0.0723467,-0.0438989,-0.0288978,-0.01911,-0.0117656,-0.00562783,0,0.00562783,0.0117656,0.01911,0.0288978,0.0438989,0.0723467,0.154723,
-1,-0.14538,-0.06784,-0.0411494,-0.0270846,-0.01791,-0.0110265,-0.00527424,0,0.00527424,0.0110265,0.01791,0.0270846,0.0411494,0.06784,0.14538,
