1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1.22465e-16,0.382683,0.707107,0.92388,1,0.92388,0.707107,0.382683,-0,-0.382683,-0.707107,-0.92388,-1,-0.92388,-0.707107,-0.382683,
1.22465e-16,0.404785,0.737815,0.944525,0.998027,0.900121,0.675003,0.360361,-0,-0.360361,-0.675003,-0.900121,-0.998027,-0.944525,-0.737815,-0.404785,
1.22465e-16,0.427908,0.768303,0.962343,0.99213,0.874057,0.643114,0.339149,-0,-0.339149,-0.643114,-0.874057,-0.99213,-0.962343,-0.768303,-0.427908,
1.22465e-16,0.452051,0.798295,0.977011,0.982403,0.846072,0.611654,0.319027,-0,-0.319027,-0.611654,-0.846072,-0.982403,-0.977011,-0.798295,-0.452051,
1.22465e-16,0.477201,0.827487,0.98825,0.96901,0.816552,0.580806,0.299967,-0,-0.299967,-0.580806,-0.816552,-0.96901,-0.98825,-0.827487,-0.477201,
1.22465e-16,0.503332,0.855549,0.99583,0.952185,0.785874,0.550719,0.281935,-0,-0.281935,-0.550719,-0.785874,-0.952185,-0.99583,-0.855549,-0.503332,
1.22465e-16,0.530403,0.88213,0.999586,0.932213,0.754393,0.521512,0.264896,-0,-0.264896,-0.521512,-0.754393,-0.932213,-0.999586,-0.88213,-0.530403,
1.22465e-16,0.558355,0.906868,0.999421,0.909429,0.722443,0.493279,0.248811,-0,-0.248811,-0.493279,-0.722443,-0.909429,-0.999421,-0.906868,-0.558355,
1.22465e-16,0.58711,0.929396,0.995317,0.884195,0.690324,0.466086,0.233639,-0,-0.233639,-0.466086,-0.690324,-0.884195,-0.995317,-0.929396,-0.58711,
1.22465e-16,0.616566,0.949352,0.98733,0.856893,0.658304,0.43998,0.219341,-0,-0.219341,-0.43998,-0.658304,-0.856893,-0.98733,-0.949352,-0.616566,
1.22465e-16,0.646596,0.966395,0.975594,0.82791,0.626614,0.41499,0.205874,-0,-0.205874,-0.41499,-0.626614,-0.82791,-0.975594,-0.966395,-0.646596,
1.22465e-16,0.677045,0.980214,0.96031,0.797628,0.595453,0.391128,0.193199,-0,-0.193199,-0.391128,-0.595453,-0.797628,-0.96031,-0.980214,-0.677045,
1.22465e-16,0.70773,0.990538,0.941742,0.766411,0.564986,0.368395,0.181275,-0,-0.181275,-0.368395,-0.564986,-0.766411,-0.941742,-0.990538,-0.70773,
1.22465e-16,0.738436,0.997156,0.920204,0.734603,0.535345,0.346779,0.170062,-0,-0.170062,-0.346779,-0.535345,-0.734603,-0.920204,-0.997156,-0.738436,
